,tp,contactdate,contacttime,blocknumber,streetname,ReasonForStop,fulladdress,lat,lon
5182,stop,2015-03-01 0:00:00,159,1100,International Blvd,Traffic Violation,1100 International Blvd,37.7914073,-122.2484939
5183,stop,2015-03-01 0:00:00,924,2200,INTERNATIONAL BLVD,Traffic Violation,2200 INTERNATIONAL BLVD,37.7846618,-122.2373546
5184,stop,2015-03-01 0:00:00,55,2400,International Blvd,Traffic Violation,2400 International Blvd,37.7825863,-122.2340148
5185,stop,2015-03-01 0:00:00,1,2400,INTERNATIONAL BLVD,Traffic Violation,2400 INTERNATIONAL BLVD,37.7825863,-122.2340148
5186,stop,2015-03-01 0:00:00,942,2700,INTERNATIONAL BLVD,Traffic Violation,2700 INTERNATIONAL BLVD,37.7808837,-122.2311322
5187,stop,2015-03-01 0:00:00,2255,3500,INTERNATIONAL BLVD,Traffic Violation,3500 INTERNATIONAL BLVD,37.776243,-122.2228461
5188,stop,2015-03-01 0:00:00,406,4600,INTERNATIONAL BLVD,Traffic Violation,4600 INTERNATIONAL BLVD,37.7709112,-122.2116756
5189,stop,2015-03-01 0:00:00,503,5700,INTERNATIONAL BLVD,Traffic Violation,5700 INTERNATIONAL BLVD,37.7662303,-122.2011765
5190,stop,2015-03-01 0:00:00,5,8400,INTERNATIONAL BLVD,Traffic Violation,8400 INTERNATIONAL BLVD,37.7544271,-122.1775967
5191,stop,2015-03-01 0:00:00,2203,9100,INTERNATIONAL BLVD,Traffic Violation,9100 INTERNATIONAL BLVD,37.7492793,-122.173619
5192,stop,2015-03-01 0:00:00,1451,9400,INTERNATIONAL BLVD,Traffic Violation,9400 INTERNATIONAL BLVD,37.747183,-122.1721659
5193,stop,2015-03-01 0:00:00,1405,8300,IRIS ST,Probable Cause,8300 IRIS ST,37.7611889,-122.1659221
5194,stop,2015-03-01 0:00:00,1315,800,ISABELLA ST,Traffic Violation,800 ISABELLA ST,37.8148456,-122.2752684
5195,stop,2015-03-01 0:00:00,1016,200,MACARTHUR BLVD,Traffic Violation,200 MACARTHUR BLVD,37.8167783,-122.2526134
5196,stop,2015-03-01 0:00:00,1027,600,MACARTHUR BLVD,Traffic Violation,600 MACARTHUR BLVD,37.8088102,-122.2448415
5197,stop,2015-03-01 0:00:00,1127,2500,MACARTHUR BLVD,Traffic Violation,2500 MACARTHUR BLVD,37.7996179,-122.2125156
5198,stop,2015-03-01 0:00:00,217,10000,MACARTHUR BLVD,Traffic Violation,10000 MACARTHUR BLVD,37.7459872,-122.1556894
5199,stop,2015-03-01 0:00:00,1435,10200,MACARTHUR BLVD,Traffic Violation,10200 MACARTHUR BLVD,37.7451877,-122.1550556
5200,stop,2015-03-01 0:00:00,2026,2400,MANDELA PKWY,Traffic Violation,2400 MANDELA PKWY,37.818808,-122.2887005
5201,stop,2015-03-01 0:00:00,206,600,Market St,Traffic Violation,600 Market St,37.8020052,-122.2830012
5202,stop,2015-03-01 0:00:00,17,1900,Market St,Traffic Violation,1900 Market St,37.8117893,-122.2792787
5203,stop,2015-03-01 0:00:00,2010,2200,MARKET ST,Traffic Violation,2200 MARKET ST,37.8138358,-122.2788957
5204,stop,2015-03-01 0:00:00,152,3700,Martin Luther King Jr Way,Traffic Violation,3700 Martin Luther King Jr Way,37.8263915,-122.2689777
5205,stop,2015-03-01 0:00:00,1036,5300,Martin Luther King JR Way,Traffic Violation,5300 Martin Luther King JR Way,37.8380891,-122.2689509
5206,stop,2015-03-01 0:00:00,1909,3600,Peralta St,Traffic Violation,3600 Peralta St,37.8276682,-122.2806043
5207,stop,2015-03-01 0:00:00,1524,8500,Railroad Ave,Traffic Violation,8500 Railroad Ave,37.74581,-122.1904208
5208,stop,2015-03-01 0:00:00,1337,5400,SAN LEANDRO ST,Traffic Violation,5400 SAN LEANDRO ST,37.7643055,-122.2096204
5209,stop,2015-03-01 0:00:00,1928,2600,SAN PABLO AV,Traffic Violation,2600 SAN PABLO AV,37.8169429,-122.275273
5210,stop,2015-03-01 0:00:00,232,4700,San Pablo Ave,Traffic Violation,4700 San Pablo Ave,37.8360443,-122.2809843
5211,stop,2015-03-01 0:00:00,217,1700,Telegraph Ave,Traffic Violation,1700 Telegraph Ave,37.8068359,-122.2702565
5212,stop,2015-03-01 0:00:00,9,5400,Telegraph Ave,Traffic Violation,5400 Telegraph Ave,37.8393,-122.2618276
5213,stop,2015-03-01 0:00:00,2038,1100,W GRAND AV,Traffic Violation,1100 W GRAND AV,37.8154229,-122.2824274
5214,stop,2015-03-01 0:00:00,2038,1100,W GRAND AV,Traffic Violation,1100 W GRAND AV,37.8154229,-122.2824274
5215,stop,2015-03-01 0:00:00,1911,,W Grand Ave & Poplar St,Traffic Violation,W Grand Ave & Poplar St,37.8162228,-122.2871463
5216,stop,2015-03-01 0:00:00,1004,3700,WEBER ST,Traffic Violation,3700 WEBER ST,37.8249991,-122.261479
5217,stop,2015-03-01 0:00:00,1850,7000,Zhone Way,Traffic Violation,7000 Zhone Way,37.7537374,-122.2085683
5218,stop,2015-03-02 0:00:00,747,,101ST AVE & INTERNATIONAL BLVD,Traffic Violation,101ST AVE & INTERNATIONAL BLVD,37.7421163,-122.1688358
5219,stop,2015-03-02 0:00:00,1647,,14th St & Broadway,Traffic Violation,14th St & Broadway,37.8043546,-122.2711968
5220,stop,2015-03-02 0:00:00,1659,,14th St & Broadway,Traffic Violation,14th St & Broadway,37.8043546,-122.2711968
5221,stop,2015-03-02 0:00:00,2218,,15TH ST & BROADWAY,Traffic Violation,15TH ST & BROADWAY,37.8053139,-122.2705729
5222,stop,2015-03-02 0:00:00,1304,5900,16TH ST,Traffic Violation,5900 16TH ST,37.7660956,-122.1981466
5223,stop,2015-03-02 0:00:00,228,1700,27th Av,Traffic Violation,1700 27th Av,37.7831844,-122.2289797
5224,stop,2015-03-02 0:00:00,1351,,34th Ave & International Blvd,Traffic Violation,34th Ave & International Blvd,37.7767097,-122.223825
5225,stop,2015-03-02 0:00:00,1509,1600,35TH AV,Traffic Violation,1600 35TH AV,37.7790475,-122.2208155
5226,stop,2015-03-02 0:00:00,833,3200,35TH AVE,Probable Cause,3200 35TH AVE,37.7910896,-122.2046816
5227,stop,2015-03-02 0:00:00,1439,,38th Ave & Carrington St,Traffic Violation,38th Ave & Carrington St,37.7816939,-122.2129202
5228,stop,2015-03-02 0:00:00,1418,900,55TH ST,Traffic Violation,900 55TH ST,37.8392542,-122.2739243
5229,stop,2015-03-02 0:00:00,1500,1900,57th Ave,Traffic Violation,1900 57th Ave,37.7687142,-122.1979357
5230,stop,2015-03-02 0:00:00,1432,2100,57th Ave,Traffic Violation,2100 57th Ave,37.7696569,-122.1962662
5231,stop,2015-03-02 0:00:00,1726,1500,62nd Ave,Traffic Violation,1500 62nd Ave,37.7643325,-122.1963504
5232,stop,2015-03-02 0:00:00,1726,1500,62nd Ave,Traffic Violation,1500 62nd Ave,37.7643325,-122.1963504
5233,stop,2015-03-02 0:00:00,1726,1500,62nd Ave,Traffic Violation,1500 62nd Ave,37.7643325,-122.1963504
5234,stop,2015-03-02 0:00:00,1719,1100,63rd St,Probation/Parole,1100 63rd St,37.8456442,-122.2846534
5235,stop,2015-03-02 0:00:00,1549,1300,75TH AV,Traffic Violation,1300 75TH AV,37.7579297,-122.1860791
5236,stop,2015-03-02 0:00:00,1435,1400,76TH AV,Traffic Violation,1400 76TH AV,37.7582321,-122.184927
5237,stop,2015-03-02 0:00:00,1202,,7TH & PERALTA ST,Traffic Violation,7TH & PERALTA ST,37.805972,-122.2982269
5238,stop,2015-03-02 0:00:00,1655,,82ND AV & HOLLY ST,Traffic Violation,82ND AV & HOLLY ST,37.7566704,-122.1774504
5239,stop,2015-03-02 0:00:00,1825,1300,84th Av,Consensual Encounter,1300 84th Av,37.7531542,-122.1792907
5240,stop,2015-03-02 0:00:00,1119,900,85TH AVENUE,Traffic Violation,900 85TH AVENUE,37.7493016,-122.1852898
5241,stop,2015-03-02 0:00:00,1600,1400,92ND AV,Traffic Violation,1400 92ND AV,37.7487555,-122.1736616
5242,stop,2015-03-02 0:00:00,1600,1400,92ND AV,Traffic Violation,1400 92ND AV,37.7487555,-122.1736616
5243,stop,2015-03-02 0:00:00,1447,6600,BANCROFT AV,Traffic Violation,6600 BANCROFT AV,37.7700401,-122.1831414
5244,stop,2015-03-02 0:00:00,39,5400,BANCROFT AVE,Traffic Violation,5400 BANCROFT AVE,37.7720246,-122.2006248
5245,stop,2015-03-02 0:00:00,39,5400,BANCROFT AVE,Traffic Violation,5400 BANCROFT AVE,37.7720246,-122.2006248
5246,stop,2015-03-02 0:00:00,1610,3700,Bock Of Telegraph Av,Traffic Violation,3700 Bock Of Telegraph Av,37.8254716,-122.2651672
5247,stop,2015-03-02 0:00:00,1748,1400,Broadway,Traffic Violation,1400 Broadway,37.8043921,-122.2709531
5248,stop,2015-03-02 0:00:00,347,3900,BROADWAY,Traffic Violation,3900 BROADWAY,37.8264074,-122.2567481
5249,stop,2015-03-02 0:00:00,1025,4200,BROADWAY,Traffic Violation,4200 BROADWAY,37.8299352,-122.2547097
5250,stop,2015-03-02 0:00:00,1732,1900,BROADWAY St,Traffic Violation,1900 BROADWAY St,37.808072,-122.2688448
5251,stop,2015-03-02 0:00:00,1426,2200,Coolidge Ave,Traffic Violation,2200 Coolidge Ave,37.783875,-122.22047
5252,stop,2015-03-02 0:00:00,1730,2300,E 15th St,Probable Cause,2300 E 15th St,37.7845869,-122.2355734
5253,stop,2015-03-02 0:00:00,1905,1800,Embarcadero,Traffic Violation,1800 Embarcadero,37.784468,-122.243495
5254,stop,2015-03-02 0:00:00,1313,3200,Farnam,Traffic Violation,3200 Farnam,37.7781564,-122.225567
5255,stop,2015-03-02 0:00:00,1649,5800,FOOTHILL BLVD,Traffic Violation,5800 FOOTHILL BLVD,37.7720049,-122.1917108
5256,stop,2015-03-02 0:00:00,1249,6100,FOOTHILL BLVD,Traffic Violation,6100 FOOTHILL BLVD,37.7713498,-122.1875313
5257,stop,2015-03-02 0:00:00,1602,,FOOTHILL BLVD & MACARTHUR BLVD,Probable Cause,FOOTHILL BLVD & MACARTHUR BLVD,37.7692738,-122.1728258
5258,stop,2015-03-02 0:00:00,1023,500,GRAND AV,Traffic Violation,500 GRAND AV,37.8119373,-122.2689798
5259,stop,2015-03-02 0:00:00,1420,600,HEGENBERGER RD,Traffic Violation,600 HEGENBERGER RD,37.745705,-122.1956898
5260,stop,2015-03-02 0:00:00,1115,5400,HOLLAND ST,Traffic Violation,5400 HOLLAND ST,37.7690168,-122.2046761
5261,stop,2015-03-02 0:00:00,702,1000,INTERNATIONAL BLVD,Traffic Violation,1000 INTERNATIONAL BLVD,37.7920853,-122.249675
5262,stop,2015-03-02 0:00:00,149,1900,International Blvd,Traffic Violation,1900 International Blvd,37.7865474,-122.2407872
5263,stop,2015-03-02 0:00:00,111,2700,International Blvd,Traffic Violation,2700 International Blvd,37.7808837,-122.2311322
5264,stop,2015-03-02 0:00:00,1415,2900,International Blvd,Traffic Violation,2900 International Blvd,37.7793392,-122.2288052
5265,stop,2015-03-02 0:00:00,1520,2900,International Blvd,Traffic Violation,2900 International Blvd,37.7793392,-122.2288052
5266,stop,2015-03-02 0:00:00,2317,3000,International Blvd,Traffic Violation,3000 International Blvd,37.7789535,-122.228008
5267,stop,2015-03-02 0:00:00,1348,3100,International Blvd,Traffic Violation,3100 International Blvd,37.7780413,-122.2263043
5268,stop,2015-03-02 0:00:00,1357,3100,International Blvd,Traffic Violation,3100 International Blvd,37.7780413,-122.2263043
5269,stop,2015-03-02 0:00:00,1358,3500,International Blvd,Traffic Violation,3500 International Blvd,37.776243,-122.2228461
5270,stop,2015-03-02 0:00:00,28,4200,International Blvd,Traffic Violation,4200 International Blvd,37.7732078,-122.2155514
5271,stop,2015-03-02 0:00:00,1719,8700,INTERNATIONAL BLVD,Reasonable Suspicion,8700 INTERNATIONAL BLVD,37.7516416,-122.1754697
5272,stop,2015-03-02 0:00:00,40,9900,International Blvd,Traffic Violation,9900 International Blvd,37.7436135,-122.1696159
5273,stop,2015-03-02 0:00:00,2038,,International Blvd & 20th Ave,Traffic Violation,International Blvd & 20th Ave,37.7858328,-122.2399891
5274,stop,2015-03-02 0:00:00,2105,,International Blvd & 20th Ave,Traffic Violation,International Blvd & 20th Ave,37.7858328,-122.2399891
5275,stop,2015-03-02 0:00:00,1916,1700,Jefferson St,Traffic Violation,1700 Jefferson St,37.8076414,-122.2730539
5276,stop,2015-03-02 0:00:00,1104,5300,Market St,Traffic Violation,5300 Market St,37.8376571,-122.2733777
5277,stop,2015-03-02 0:00:00,48,8300,Ney Ave,Traffic Violation,8300 Ney Ave,37.7630148,-122.162548
5278,stop,2015-03-02 0:00:00,1308,4100,PENNIMAN AV,Traffic Violation,4100 PENNIMAN AV,37.7856329,-122.2020894
5279,stop,2015-03-02 0:00:00,845,4000,Webster St,Traffic Violation,4000 Webster St,37.8288087,-122.2604038
5280,stop,2015-03-02 0:00:00,959,4200,West St,Traffic Violation,4200 West St,37.8320052,-122.2702848
5281,stop,2015-03-03 0:00:00,2020,500,11TH ST,Traffic Violation,500 11TH ST,37.8030802,-122.2735457
5282,stop,2015-03-03 0:00:00,1634,400,12th St,Traffic Violation,400 12th St,37.8024754,-122.2708437
5283,stop,2015-03-03 0:00:00,1250,,13TH ST & BROADWAY,Traffic Violation,13TH ST & BROADWAY,37.8036365,-122.2716606
5284,stop,2015-03-03 0:00:00,2356,400,14TH ST,Traffic Violation,400 14TH ST,37.8040142,-122.2700317
5285,stop,2015-03-03 0:00:00,2106,,18th St & 4th Ave,Traffic Violation,18th St & 4th Ave,37.7990931,-122.2510061
5286,stop,2015-03-03 0:00:00,1348,,20th Ave & E 21st St,Traffic Violation,20th Ave & E 21st St,37.7979682,-122.2446445
5287,stop,2015-03-03 0:00:00,1152,1400,33RD AVe,Probable Cause,1400 33RD AVe,37.7778319,-122.2244805
5288,stop,2015-03-03 0:00:00,225,1400,35TH AVE,Traffic Violation,1400 35TH AVE,37.776168,-122.2226893
5289,stop,2015-03-03 0:00:00,1752,,38th Ave & Foothill Blvd,Traffic Violation,38th Ave & Foothill Blvd,37.7790377,-122.2166871
5290,stop,2015-03-03 0:00:00,1530,900,38TH St,Traffic Violation,900 38TH St,37.8270516,-122.2650118
5291,stop,2015-03-03 0:00:00,146,,42ND ST & MARTIN LUTHER KING JR WY,Traffic Violation,42ND ST & MARTIN LUTHER KING JR WY,37.8407158,-122.2700367
5292,stop,2015-03-03 0:00:00,2020,,51ST ST & CORONADO AV,Traffic Violation,51ST ST & CORONADO AV,37.8354536,-122.2542381
5293,stop,2015-03-03 0:00:00,1629,900,53RD ST,Probable Cause,900 53RD ST,37.8372407,-122.2753107
5294,stop,2015-03-03 0:00:00,1643,,55th Ave & Roberts Ave,Traffic Violation,55th Ave & Roberts Ave,37.7764172,-122.1903643
5295,stop,2015-03-03 0:00:00,1803,900,5th Ave,Traffic Violation,900 5th Ave,37.7934853,-122.2566286
5296,stop,2015-03-03 0:00:00,1045,900,61st St,Traffic Violation,900 61st St,37.8456698,-122.2755129
5297,stop,2015-03-03 0:00:00,1708,2400,64TH AV,Traffic Violation,2400 64TH AV,37.7673635,-122.188738
5298,stop,2015-03-03 0:00:00,807,1300,66th Av,Traffic Violation,1300 66th Av,37.7605163,-122.1957859
5299,stop,2015-03-03 0:00:00,1330,,86T AV & A ST,Traffic Violation,86T AV & A ST,37.7517321,-122.1783903
5300,stop,2015-03-03 0:00:00,1330,,86TH AV & A ST,Traffic Violation,86TH AV & A ST,37.7517321,-122.1783903
5301,stop,2015-03-03 0:00:00,1330,,86TH AV & A ST,Traffic Violation,86TH AV & A ST,37.7517321,-122.1783903
5302,stop,2015-03-03 0:00:00,1330,,86TH AV & A ST,Traffic Violation,86TH AV & A ST,37.7517321,-122.1783903
5303,stop,2015-03-03 0:00:00,1438,,89TH AV & INTERNATIONAL BLVD,Probable Cause,89TH AV & INTERNATIONAL BLVD,37.7503654,-122.1748543
5304,stop,2015-03-03 0:00:00,1459,,92ND AV & SAN LEANDRO ST,Traffic Violation,92ND AV & SAN LEANDRO ST,37.7433606,-122.1847061
5305,stop,2015-03-03 0:00:00,1932,3200,BROADWAY,Traffic Violation,3200 BROADWAY,37.8205084,-122.260719
5306,stop,2015-03-03 0:00:00,1612,4300,BROADWAY,Traffic Violation,4300 BROADWAY,37.8315196,-122.253912
5307,stop,2015-03-03 0:00:00,1612,4300,BROADWAY,Traffic Violation,4300 BROADWAY,37.8315196,-122.253912
5308,stop,2015-03-03 0:00:00,1131,,Claremont Ave & Hudson Street,Traffic Violation,Claremont Ave & Hudson Street,37.842875,-122.2574939
5309,stop,2015-03-03 0:00:00,1934,,COLE ST & FOOTHILL BLVD,Traffic Violation,COLE ST & FOOTHILL BLVD,37.7726365,-122.1985823
5310,stop,2015-03-03 0:00:00,1934,,COLE ST & FOOTHILL BLVD,Traffic Violation,COLE ST & FOOTHILL BLVD,37.7726365,-122.1985823
5311,stop,2015-03-03 0:00:00,1933,5200,COLLEGE AV,Traffic Violation,5200 COLLEGE AV,37.8363923,-122.251262
5312,stop,2015-03-03 0:00:00,2030,2400,COOLIDGE AV,Traffic Violation,2400 COOLIDGE AV,37.7856827,-122.2194388
5313,stop,2015-03-03 0:00:00,2046,2600,COOLIDGE AV,Traffic Violation,2600 COOLIDGE AV,37.7879086,-122.2174576
5314,stop,2015-03-03 0:00:00,1713,500,E 10th St,Traffic Violation,500 E 10th St,37.7937363,-122.2566831
5315,stop,2015-03-03 0:00:00,1729,500,E 12th St,Traffic Violation,500 E 12th St,37.7951542,-122.2543773
5316,stop,2015-03-03 0:00:00,1818,900,E 12th St,Traffic Violation,900 E 12th St,37.7921423,-122.2514648
5317,stop,2015-03-03 0:00:00,1800,900,E 12th St,Traffic Violation,900 E 12th St,37.7921423,-122.2514648
5318,stop,2015-03-03 0:00:00,1739,1600,E 12TH ST,Traffic Violation,1600 E 12TH ST,37.7876392,-122.2445835
5319,stop,2015-03-03 0:00:00,1823,,E 16TH ST & FRUITVALE AV,Traffic Violation,E 16TH ST & FRUITVALE AV,37.7803266,-122.2244944
5320,stop,2015-03-03 0:00:00,1823,,E 16TH ST & FRUITVALE AV,Traffic Violation,E 16TH ST & FRUITVALE AV,37.7803266,-122.2244944
5321,stop,2015-03-03 0:00:00,1824,1400,FILBERT ST,Traffic Violation,1400 FILBERT ST,37.8089196,-122.282913
5322,stop,2015-03-03 0:00:00,1823,1600,Fruitvale,Probable Cause,1600 Fruitvale,37.7801781,-122.2241528
5323,stop,2015-03-03 0:00:00,821,800,GRAND AV,Traffic Violation,800 GRAND AV,37.8140773,-122.2780267
5324,stop,2015-03-03 0:00:00,1635,6300,HILTON ST,Traffic Violation,6300 HILTON ST,37.7673101,-122.1906411
5325,stop,2015-03-03 0:00:00,1746,400,International Blvd,Traffic Violation,400 International Blvd,37.7964903,-122.254662
5326,stop,2015-03-03 0:00:00,1730,500,International Blvd,Traffic Violation,500 International Blvd,37.7958792,-122.253555
5327,stop,2015-03-03 0:00:00,202,700,INTERNATIONAL BLVD,Traffic Violation,700 INTERNATIONAL BLVD,37.7942782,-122.2519439
5328,stop,2015-03-03 0:00:00,1624,1100,International Blvd,Traffic Violation,1100 International Blvd,37.7914073,-122.2484939
5329,stop,2015-03-03 0:00:00,1655,1100,International Blvd,Traffic Violation,1100 International Blvd,37.7914073,-122.2484939
5330,stop,2015-03-03 0:00:00,2211,2300,International Blvd,Traffic Violation,2300 International Blvd,37.7834368,-122.2353429
5331,stop,2015-03-03 0:00:00,2000,3000,INTERNATIONAL BLVD,Traffic Violation,3000 INTERNATIONAL BLVD,37.7789535,-122.228008
5332,stop,2015-03-03 0:00:00,1738,,Intl Blvd & 3rd Ave,Traffic Violation,Intl Blvd & 3rd Ave,37.797213,-122.2555048
5333,stop,2015-03-03 0:00:00,1745,,Intl Blvd & 3rd Ave,Traffic Violation,Intl Blvd & 3rd Ave,37.797213,-122.2555048
5334,stop,2015-03-03 0:00:00,1330,2600,INYO AV,Probable Cause,2600 INYO AV,37.7919941,-122.2271292
5335,stop,2015-03-03 0:00:00,1330,2600,INYO AV,Probable Cause,2600 INYO AV,37.7919941,-122.2271292
5336,stop,2015-03-03 0:00:00,1330,2600,INYO AV,Probable Cause,2600 INYO AV,37.7919941,-122.2271292
5337,stop,2015-03-03 0:00:00,2240,800,ISABELLA ST,Traffic Violation,800 ISABELLA ST,37.8148456,-122.2752684
5338,stop,2015-03-03 0:00:00,1614,2100,Lakeshore Ave,Traffic Violation,2100 Lakeshore Ave,37.8044387,-122.2506328
5339,stop,2015-03-03 0:00:00,2256,1600,MANDELA PKWY,Traffic Violation,1600 MANDELA PKWY,37.8282983,-122.2867724
5340,stop,2015-03-03 0:00:00,1623,3800,MANILA AVE,Traffic Violation,3800 MANILA AVE,37.8263714,-122.258799
5341,stop,2015-03-03 0:00:00,2325,2200,Market St,Traffic Violation,2200 Market St,37.8138358,-122.2788957
5342,stop,2015-03-03 0:00:00,1033,2300,MARTIN LUTHER KING JR WY,Traffic Violation,2300 MARTIN LUTHER KING JR WY,37.8135781,-122.2725006
5343,stop,2015-03-03 0:00:00,1554,300,MATHER ST,Traffic Violation,300 MATHER ST,37.8312656,-122.2542809
5344,stop,2015-03-03 0:00:00,1805,4100,Mera St,Traffic Violation,4100 Mera St,37.777682,-122.212005
5345,stop,2015-03-03 0:00:00,2316,5200,REDWOOD RD,Consensual Encounter,5200 REDWOOD RD,37.7978957,-122.1699472
5346,stop,2015-03-03 0:00:00,5,0,RIO VISTA AV,Consensual Encounter,0 RIO VISTA AV,37.8244375,-122.2549843
5347,stop,2015-03-03 0:00:00,1201,5600,Scoville St,Traffic Violation,5600 Scoville St,37.7689668,-122.1991409
5348,stop,2015-03-03 0:00:00,1655,2500,SEMINARY AV,Traffic Violation,2500 SEMINARY AV,37.7706673,-122.1912503
5349,stop,2015-03-03 0:00:00,1005,1600,Seminary Ave,Traffic Violation,1600 Seminary Ave,37.7660188,-122.1978956
5350,stop,2015-03-03 0:00:00,950,,Seminary Ave & E 14th St,Traffic Violation,Seminary Ave & E 14th St,37.771281,-122.1907634
5351,stop,2015-03-03 0:00:00,1648,4900,TELEGRAPH AV,Traffic Violation,4900 TELEGRAPH AV,37.8360592,-122.2622649
5352,stop,2015-03-03 0:00:00,2039,1300,WILLOW St,Reasonable Suspicion,1300 WILLOW St,37.8119993,-122.2970612
5353,stop,2015-03-04 0:00:00,1659,,10TH ST & BROADWAY,Traffic Violation,10TH ST & BROADWAY,37.8015456,-122.2728632
5354,stop,2015-03-04 0:00:00,1741,,12TH ST & BROADWAY,Traffic Violation,12TH ST & BROADWAY,37.8029373,-122.2717384
5355,stop,2015-03-04 0:00:00,1640,,14th St & Broadway,Traffic Violation,14th St & Broadway,37.8043546,-122.2711968
5356,stop,2015-03-04 0:00:00,1712,,14th St & Broadway,Traffic Violation,14th St & Broadway,37.8043546,-122.2711968
5357,stop,2015-03-04 0:00:00,111,,17th Av & International Blvd,Traffic Violation,17th Av & International Blvd,37.787725,-122.2431485
5358,stop,2015-03-04 0:00:00,1141,2200,19th Av,Traffic Violation,2200 19th Av,37.792311,-122.2351434
5359,stop,2015-03-04 0:00:00,2329,500,19TH St,Traffic Violation,500 19TH St,37.8083551,-122.2699107
5360,stop,2015-03-04 0:00:00,112,600,23rd St,Probable Cause,600 23rd St,37.8133871,-122.2714867
5361,stop,2015-03-04 0:00:00,112,600,23rd St,Probable Cause,600 23rd St,37.8133871,-122.2714867
5362,stop,2015-03-04 0:00:00,112,600,23rd St,Probable Cause,600 23rd St,37.8133871,-122.2714867
5363,stop,2015-03-04 0:00:00,1049,,25th Street & Telegraph Ave,Traffic Violation,25th Street & Telegraph Ave,37.8143699,-122.2683712
5364,stop,2015-03-04 0:00:00,1,600,26TH ST,Traffic Violation,600 26TH ST,37.8163798,-122.2718198
5365,stop,2015-03-04 0:00:00,1033,,38TH AV & BROOKDALE AV,Traffic Violation,38TH AV & BROOKDALE AV,37.7854145,-122.2074655
5366,stop,2015-03-04 0:00:00,1105,,38TH AV & PENNIMAN AV,Traffic Violation,38TH AV & PENNIMAN AV,37.7872859,-122.2038397
5367,stop,2015-03-04 0:00:00,552,2800,38th Ave,Traffic Violation,2800 38th Ave,37.7862012,-122.205478
5368,stop,2015-03-04 0:00:00,957,800,41St St,Traffic Violation,800 41St St,37.8309969,-122.2708197
5369,stop,2015-03-04 0:00:00,1233,600,46TH ST,Traffic Violation,600 46TH ST,37.8342269,-122.2669112
5370,stop,2015-03-04 0:00:00,2020,,48TH & MELROSE AV,Probable Cause,48TH & MELROSE AV,37.7745844,-122.2062609
5371,stop,2015-03-04 0:00:00,1712,2000,48TH AVE,Traffic Violation,2000 48TH AVE,37.7738154,-122.2065886
5372,stop,2015-03-04 0:00:00,945,,49th Street & Telegraph Ave,Probable Cause,49th Street & Telegraph Ave,37.8359691,-122.2626587
5373,stop,2015-03-04 0:00:00,56,300,51ST ST,Traffic Violation,300 51ST ST,37.8345493,-122.2524154
5374,stop,2015-03-04 0:00:00,850,3000,55th Ave,Traffic Violation,3000 55th Ave,37.7770672,-122.1890801
5375,stop,2015-03-04 0:00:00,1539,2600,73RD AV,Traffic Violation,2600 73RD AV,37.7667437,-122.1753256
5376,stop,2015-03-04 0:00:00,1257,1400,96th Av,Traffic Violation,1400 96th Av,37.7458209,-122.1715014
5377,stop,2015-03-04 0:00:00,18,3400,ANDOVER ST,Traffic Violation,3400 ANDOVER ST,37.8219651,-122.2641908
5378,stop,2015-03-04 0:00:00,1904,5300,BANCROFT AV,Traffic Violation,5300 BANCROFT AV,37.7719676,-122.2028723
5379,stop,2015-03-04 0:00:00,1010,6000,Bancroft Ave,Traffic Violation,6000 Bancroft Ave,37.7706951,-122.1901599
5380,stop,2015-03-04 0:00:00,1112,9100,BIRCH ST,Reasonable Suspicion,9100 BIRCH ST,37.751479,-122.1681579
5381,stop,2015-03-04 0:00:00,919,,CLAREMONT AV & TELEGRAPH AV,Traffic Violation,CLAREMONT AV & TELEGRAPH AV,37.8379988,-122.2622073
5382,stop,2015-03-04 0:00:00,1945,2000,COOLIDGE AVE,Consensual Encounter,2000 COOLIDGE AVE,37.7832677,-122.2213181
5383,stop,2015-03-04 0:00:00,146,,E 12TH ST & 22ND AV,Traffic Violation,E 12TH ST & 22ND AV,37.7836516,-122.2387472
5384,stop,2015-03-04 0:00:00,2053,,E 17TH ST & 5TH AV,Traffic Violation,E 17TH ST & 5TH AV,37.7977222,-122.2510491
5385,stop,2015-03-04 0:00:00,2020,1400,E 38th Street,Traffic Violation,1400 E 38th Street,37.8041257,-122.227052
5386,stop,2015-03-04 0:00:00,935,2300,Embarcadero Ave,Reasonable Suspicion,2300 Embarcadero Ave,37.7753856,-122.2382117
5387,stop,2015-03-04 0:00:00,1735,5300,FAIRFAX AVE,Traffic Violation,5300 FAIRFAX AVE,37.7728144,-122.2006075
5388,stop,2015-03-04 0:00:00,1517,,Fairfax Ave & Monticello Ave,Traffic Violation,Fairfax Ave & Monticello Ave,37.7769411,-122.2015419
5389,stop,2015-03-04 0:00:00,1720,5200,FOOTHILL BLVD,Traffic Violation,5200 FOOTHILL BLVD,37.7726392,-122.2029478
5390,stop,2015-03-04 0:00:00,1008,200,Grand Ave,Traffic Violation,200 Grand Ave,37.811469,-122.2612679
5391,stop,2015-03-04 0:00:00,2242,300,Grand Ave,Traffic Violation,300 Grand Ave,37.8093223,-122.2568367
5392,stop,2015-03-04 0:00:00,840,,Havenscourt Ave & Arthur St,Traffic Violation,Havenscourt Ave & Arthur St,37.7677035,-122.1844476
5393,stop,2015-03-04 0:00:00,1859,1800,HIGH ST,Traffic Violation,1800 HIGH ST,37.7744641,-122.2117044
